"accuracy","precision","recall"
0.772898368883312,0.777777777777778,0.169902912621359
0.786700125470514,0.764705882352941,0.252427184466019
0.791718946047679,0.794117647058823,0.262135922330097
0.808030112923463,0.811764705882353,0.33495145631068
